Name,Transcript,Cleaned Transcript,Transcript_ID
B2 (27).wav,Inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat. ,inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat ,51
B2 (28).wav,"Madamdama pay, nakasagang ti kawitan iti lobo a nagsaludsod : ",madamdama pay nakasagang ti kawitan iti lobo a nagsaludsod  ,85
B2 (29).wav,Papanam ,papanam ,72
B2 (3).wav,Adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana. ,adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana ,73
B2 (30).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko. ,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko ,74
B2 (31).wav,Pangngaasim ta ikuyognak.  ,pangngaasim ta ikuyognak  ,46
B2 (32).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem.,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
B2 (33).wav,Ngem nagpilit ti lobo a sumurot. ,ngem nagpilit ti lobo a sumurot ,66
B2 (34).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti lobo ket kinunana a saanen makapagna pay.",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti lobo ket kinunana a saanen makapagna pay,54
B2 (35).wav,Ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna. ,ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna ,55
B2 (36).wav,Nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat.,nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat,56
B2 (37).wav,"Madamdama pay, nakasagang ti kawitan iti hiena a nagkuna: ",madamdama pay nakasagang ti kawitan iti hiena a nagkuna ,75
B2 (38).wav,Papanam,papanam,76
B2 (39).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,77
B2 (4).wav,"Isu ti agarado, agmula ken agani ken agkiskis iti trigo.",isu ti agarado agmula ken agani ken agkiskis iti trigo,11
B2 (40).wav,Pangngaasim ta ikuyognak. ,pangngaasim ta ikuyognak ,57
B2 (41).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem. ,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem ,58
B2 (42).wav,Ngem nagpilit latta ti hiena a sumurot. ,ngem nagpilit latta ti hiena a sumurot ,59
B2 (43).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti hiena ket kinunana a saanen a makapagna pay. ",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti hiena ket kinunana a saanen a makapagna pay ,60
B2 (44).wav,Kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna.,kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna,61
B2 (45).wav,Kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat.,kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat,2
B2 (46).wav,"Madamdama pay, nakasagang ti kawitan iti leon a nagpilit a kumuyog. ",madamdama pay nakasagang ti kawitan iti leon a nagpilit a kumuyog ,62
B2 (47).wav,"Nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna, ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat. ",nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat ,3
B2 (48).wav,Kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari. ,kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari ,63
B2 (49).wav,Naawat iti korte. ,naawat iti korte ,65
B2 (5).wav,"Adu met ti dagdagana a paggapuan ti dakkel a matgedanna Iti maysa a tawen, idi ad-adu nga amang ti naapit, sinarungkaran ti ari ti talonna ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda.",adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti maysa a tawen idi ad-adu nga amang ti naapit sinarungkaran ti ari ti talonna ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda,22
B2 (50).wav,Kinuna ti ari: Apay nga immayka iti pagariak ,kinuna ti ari apay nga immayka iti pagariak ,93
B2 (51).wav,"Immayak, kinuna ti kawitan, ta kiddawek ti ima ti anak ti Napateg nga Ari tapno ikasarko.",immayak kinuna ti kawitan ta kiddawek ti ima ti anak ti napateg nga ari tapno ikasarko,80
B2 (52).wav,"Nainsulto ti ari kadagita a balikas, inawaganna dagiti guardia: Ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio. ",nainsulto ti ari kadagita a balikas inawaganna dagiti guardia ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio ,5
B2 (53).wav,"Iti dayta met laeng a kanito, nasarakan ti kawitan ti bagina iti pupokan dagiti manok. ",iti dayta met laeng a kanito nasarakan ti kawitan ti bagina iti pupokan dagiti manok ,6
B2 (54).wav,Dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna. ,dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna ,7
B2 (55).wav,Limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok.,limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok,8
B2 (56).wav,Nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia: Ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero!,nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero,9
B2 (57).wav,"Apaman nga addada iti ubong dagiti karnero, inawagan ti kawitan ti lobo a rummuar iti lapayagna.",apaman nga addada iti ubong dagiti karnero inawagan ti kawitan ti lobo a rummuar iti lapayagna,83
B2 (58).wav,Dinagdagus met ti lobo a linamut dagiti amin a karnero. ,dinagdagus met ti lobo a linamut dagiti amin a karnero ,12
B2 (59).wav,Nakarkaro manen ti pungtot ti ari idi madamagna daytoy. ,nakarkaro manen ti pungtot ti ari idi madamagna daytoy ,13
B2 (6).wav,"Immasideg ti kawitan nga umis-isem sa kinunana: Itedmo koma kaniak, Napateg nga Ari, ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho.",immasideg ti kawitan nga umis-isem sa kinunana itedmo koma kaniak napateg nga ari ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho,33
B2 (60).wav,Inyikkisna kadagiti guardiana: Ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda! ,inyikkisna kadagiti guardiana ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda ,14
B2 (61).wav,Ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno. ,ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno ,15
B2 (62).wav,Napalalon ti pungtot ti ari. ,napalalon ti pungtot ti ari ,16
B2 (63).wav,Idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak! ,idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak ,17
B2 (64).wav,Ket naidatag ti kawitan iti ari. ,ket naidatag ti kawitan iti ari ,18
B2 (65).wav,"Apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan, inawaganna ti mabisin a leon manipud iti lapayagna. ",apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan inawaganna ti mabisin a leon manipud iti lapayagna ,19
B2 (66).wav,"Limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog ti nakaal-aliaw a dutdot iti tengngedna, pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna. ",limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog ti nakaal-aliaw a dutdot iti tengngedna pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna ,20
B2 (67).wav,"Nagtataray dagiti kortesano ken guardia, pinanawanda ti ari iti kaasi ti leon ken ti kawitan. ",nagtataray dagiti kortesano ken guardia pinanawanda ti ari iti kaasi ti leon ken ti kawitan ,21
B2 (68).wav,"Nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna: Ay, naimbag nga Apo Kawitan, ay, Natan-ok nga Apo Kawitan, pangngaasim, ay, pangngaasim ta awatem ti ima ti anakko tapno ikasarmo. ",nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna ay naimbag nga apo kawitan ay natan-ok nga apo kawitan pangngaasim ay pangngaasim ta awatem ti ima ti anakko tapno ikasarmo ,23
B2 (69).wav,Pangngaasim ta dinak patpatayen ken dagiti iturayak. ,pangngaasim ta dinak patpatayen ken dagiti iturayak ,25
B2 (7).wav,"Nagkuretret ti mugging ti ari, nagpanunot iti apagapaman sa kinunana: Mangalaka iti kaykayatmo ken kabaelam nga ikabil kadagita lapayagmo. ",nagkuretret ti mugging ti ari nagpanunot iti apagapaman sa kinunana mangalaka iti kaykayatmo ken kabaelam nga ikabil kadagita lapayagmo ,44
B2 (70).wav,Ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya. ,ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya ,24
B2 (71).wav,"Nagsala ken nagkanta ti tunggal maysa, agraman ti asolang, ti lobo, ken ti hiena, ken ti leon. ",nagsala ken nagkanta ti tunggal maysa agraman ti asolang ti lobo ken ti hiena ken ti leon ,26
B2 (72).wav,"Kas sab-ong ti ari, intedna iti anakna ti kagudua ti pagarianna. ",kas sab-ong ti ari intedna iti anakna ti kagudua ti pagarianna ,27
B2 (73).wav,Ket nagbiag a naragsak ti kawitan ken ti nobiana ingga't inggana.,ket nagbiag a naragsak ti kawitan ken ti nobiana inggat inggana,28
B2 (74).wav,Ti Ari Ken Ti Kawitan,ti ari ken ti kawitan,29
B2 (8).wav,Dayta ti umno a bingaymo.,dayta ti umno a bingaymo,53
B2 (9).wav,"Rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito, awanen ti nabati a binukel ti trigo iti daga.",rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito awanen ti nabati a binukel ti trigo iti daga,64
B3 (1).wav,"Idi un-unana nga aldaw, adda maysa nga ari nga agturay iti dakkel a pagarian",idi un-unana nga aldaw adda maysa nga ari nga agturay iti dakkel a pagarian,97
B3 (10).wav,"Rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito, awanen ti nabati a binukel ti trigo iti daga",rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito awanen ti nabati a binukel ti trigo iti daga,64
B3 (11).wav,"Rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito, awanen ti nabati a binukel ti trigo iti daga",rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito awanen ti nabati a binukel ti trigo iti daga,64
B3 (12).wav,Napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo,napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo,32
B3 (13).wav,"Ita, batangna metten ti agkiddaw iti bingayna",ita batangna metten ti agkiddaw iti bingayna,34
B3 (14).wav,"Ngem diyo kad’ malagip, Napateg nga Ari, a mabalinko nga ti amin a maikargak kadagiti lapayagko kinuna ti kawitan",ngem diyo kad’ malagip napateg nga ari a mabalinko nga ti amin a maikargak kadagiti lapayagko kinuna ti kawitan,136
B3 (15).wav,Isu a kukuak amin dagitoy.,isu a kukuak amin dagitoy,36
B3 (16).wav,Saan a nakatimek ti ari,saan a nakatimek ti ari,37
B3 (17).wav,"Agyamanak unay, Napateg nga Ari,kinuna ti kawitan",agyamanak unay napateg nga arikinuna ti kawitan,106
B3 (18).wav,"Ita, mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko",ita mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,39
B3 (19).wav,Nagnan ti kawitan iti naunday a pangdaliasatna,nagnan ti kawitan iti naunday a pangdaliasatna,89
B3 (2).wav,Adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen,adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen,69
B3 (20).wav,Di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng,di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng,41
B3 (21).wav,Pampanam  dinamag ti asolang,pampanam  dinamag ti asolang,99
B3 (22).wav,Isu daytoy ‘tay aglangllanga nga aso nga ayup,isu daytoy ‘tay aglangllanga nga aso nga ayup,107
B3 (23).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko. insungbat ti kawitan.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko insungbat ti kawitan,108
B3 (24).wav,Pangngaasim ta ikuyognak,pangngaasim ta ikuyognak,110
B3 (25).wav,Pangngaasim ta ikuyognak,pangngaasim ta ikuyognak,110
B3 (26).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
B3 (27).wav,Ngem nagpilit ti asolang a sumurot,ngem nagpilit ti asolang a sumurot,90
B3 (28).wav,Ngem nagpilit ti asolang a sumurot,ngem nagpilit ti asolang a sumurot,90
B3 (29).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti asolang ket kinunana a saanen a makapagna pay",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti asolang ket kinunana a saanen a makapagna pay,49
B3 (3).wav,Adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana,adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana,31
B3 (30).wav,Ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna,ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna,111
B3 (31).wav,Ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna,ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna,111
B3 (32).wav,Inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat,inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat,112
B3 (33).wav,"Madamdama pay, nakasagang ti kawitan iti lobo a nagsaludsod",madamdama pay nakasagang ti kawitan iti lobo a nagsaludsod,137
B3 (34).wav,"Madamdama pay, nakasagang ti kawitan iti lobo a nagsaludsod",madamdama pay nakasagang ti kawitan iti lobo a nagsaludsod,137
B3 (35).wav,Papanam,papanam,76
B3 (36).wav,Papanam,papanam,76
B3 (37).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,77
B3 (38).wav,Pangngaasim ta ikuyognak,pangngaasim ta ikuyognak,110
B3 (39).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
B3 (4).wav,"Isu ti agarado, agmula ken agani ken agkiskis iti trigo",isu ti agarado agmula ken agani ken agkiskis iti trigo,11
B3 (40).wav,Ngem nagpilit ti lobo a sumurot,ngem nagpilit ti lobo a sumurot,114
B3 (41).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti lobo ket kinunana a saanen makapagna pay",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti lobo ket kinunana a saanen makapagna pay,54
B3 (42).wav,Ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna,ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna,116
B3 (43).wav,Nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat,nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat,56
B3 (44).wav,"Madamdama pay, nakasagang ti kawitan iti hiena a nagkuna",madamdama pay nakasagang ti kawitan iti hiena a nagkuna,87
B3 (45).wav,Papanam,papanam,76
B3 (46).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,77
B3 (47).wav,Pangngaasim ta ikuyognak,pangngaasim ta ikuyognak,110
B3 (48).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
B3 (49).wav,Ngem nagpilit latta ti hiena a sumurot,ngem nagpilit latta ti hiena a sumurot,118
B3 (5).wav,"Adu met ti dagdagana a paggapuan ti dakkel a matgedanna Iti maysa a tawen, idi ad-adu nga amang ti naapit, sinarungkaran ti ari ti talon na ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda",adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti maysa a tawen idi ad-adu nga amang ti naapit sinarungkaran ti ari ti talon na ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda,138
B3 (50).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti hiena ket kinunana a saanen a makapagna pay",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti hiena ket kinunana a saanen a makapagna pay,119
B3 (51).wav,Kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna,kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna,61
B3 (52).wav,Kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat,kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat,2
B3 (53).wav,"Madamdama pay, nakasagang ti kawitan iti leon a nagpilit a kumuyog",madamdama pay nakasagang ti kawitan iti leon a nagpilit a kumuyog,121
B3 (54).wav,"Nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna, ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat",nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat,122
B3 (55).wav,Kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari,kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari,92
B3 (56).wav,Naawat iti korte,naawat iti korte,105
B3 (57).wav,Kinuna ti ari: Apay nga immayka iti pagariak,kinuna ti ari apay nga immayka iti pagariak,79
B3 (58).wav,"Immayak, kinuna ti kawitan, ta kiddawek ti ima ti anak ti Napateg nga Ari tapno ikasarko.",immayak kinuna ti kawitan ta kiddawek ti ima ti anak ti napateg nga ari tapno ikasarko,80
B3 (59).wav,"Nainsulto ti ari kadagita a balikas, inawaganna dagiti guardia: Ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio",nainsulto ti ari kadagita a balikas inawaganna dagiti guardia ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio,81
B3 (6).wav,"Immasideg ti kawitan nga umis-isem sa kinunana: Itedmo koma kaniak, Napataeg nga Ari, ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho",immasideg ti kawitan nga umis-isem sa kinunana itedmo koma kaniak napataeg nga ari ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho,120
B3 (60).wav,"Iti dayta met laeng a kanito, nasarakan ti kawitan ti bagina iti pupokan dagiti manok",iti dayta met laeng a kanito nasarakan ti kawitan ti bagina iti pupokan dagiti manok,82
B3 (61).wav,Dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna,dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna,101
B3 (62).wav,Limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok,limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok,8
B3 (63).wav,Nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia:Ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero,nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardiaibellengyo dayta a parammag a kawitan iti ubong dagiti karnero,125
B3 (64).wav,"Apaman nga addada iti ubong dagiti karnero, inawagan ti kawitan ti lobo a rummuar iti lapayagna",apaman nga addada iti ubong dagiti karnero inawagan ti kawitan ti lobo a rummuar iti lapayagna,83
B3 (65).wav,Dinagdagus met ti lobo a linamut dagiti amin a karnero,dinagdagus met ti lobo a linamut dagiti amin a karnero,126
B3 (66).wav,Nakarkaro manen ti pungtot ti ari idi madamagna daytoy,nakarkaro manen ti pungtot ti ari idi madamagna daytoy,104
B3 (67).wav,Iniyikkisna kadagiti guardiana: Ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatpayatenda!,iniyikkisna kadagiti guardiana ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatpayatenda,127
B3 (68).wav,Ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno,ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno,128
B3 (69).wav,Napalalon ti pungtot ti ari,napalalon ti pungtot ti ari,129
B3 (7).wav,"Nagkuretret ti mugging ti ari, nagpanunot iti apagapaman sa kinunana: Mangalaka iti kaykayatmo ken kabaelam nga ikabil kadagita lapayagmo",nagkuretret ti mugging ti ari nagpanunot iti apagapaman sa kinunana mangalaka iti kaykayatmo ken kabaelam nga ikabil kadagita lapayagmo,95
B3 (70).wav,Idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak! ,idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak ,17
B3 (71).wav,Ket naidatag ti kawitan iti ari,ket naidatag ti kawitan iti ari,131
B3 (72).wav,"Apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan, inawaganna ti mabisin a leon manipud iti lapayagna.",apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan inawaganna ti mabisin a leon manipud iti lapayagna,132
B3 (73).wav,"Limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog to nakaal-aliaw a dutdot iti tengngedna, pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna. ",limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog to nakaal-aliaw a dutdot iti tengngedna pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna ,139
B3 (74).wav,"nagtataray dagiti kortesano ken guardia, pinanawanda ti ari iti kaasi ti leon ken ti kawitan",nagtataray dagiti kortesano ken guardia pinanawanda ti ari iti kaasi ti leon ken ti kawitan,88
B3 (75).wav,"Nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna: Ay, naimbag nga Apo Kawitan, ay, Natan-ok nga Apo Kawitan, pangngaasim, ay, pangngaasim ta awatem ti ima ti anakko tapno ikasarmo. ",nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna ay naimbag nga apo kawitan ay natan-ok nga apo kawitan pangngaasim ay pangngaasim ta awatem ti ima ti anakko tapno ikasarmo ,23
B3 (76).wav,"Nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna: Ay, naimbag nga Apo Kawitan, ay, Natan-ok nga Apo Kawitan, pangngaasim, ay, pangngaasim ta awatem ti ima ti anakko tapno ikasarmo. ",nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna ay naimbag nga apo kawitan ay natan-ok nga apo kawitan pangngaasim ay pangngaasim ta awatem ti ima ti anakko tapno ikasarmo ,23
B3 (77).wav,Pangngaasim ta dinak patpatayen ken dagiti iturayak. ,pangngaasim ta dinak patpatayen ken dagiti iturayak ,25
B3 (78).wav,Pangngaasim ta dinak patpatayen ken dagiti iturayak. ,pangngaasim ta dinak patpatayen ken dagiti iturayak ,25
B3 (79).wav,Ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya . ,ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya  ,140
B3 (8).wav,Dayta ti umno a bingaymo.,dayta ti umno a bingaymo,53
B3 (80).wav,Ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya . ,ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya  ,140
B3 (81).wav,"Nagsala ken nagkanta ti tunggal maysa, agraman ti asolang, ti lobo, ken ti hiena, ken ti leon. ",nagsala ken nagkanta ti tunggal maysa agraman ti asolang ti lobo ken ti hiena ken ti leon ,26
B3 (82).wav,"Nagsala ken nagkanta ti tunggal maysa, agraman ti asolang, ti lobo, ken ti hiena, ken ti leon. ",nagsala ken nagkanta ti tunggal maysa agraman ti asolang ti lobo ken ti hiena ken ti leon ,26
B3 (83).wav,"Kas sab-ong ti .ari, intedna iti anakna ti kagudua ti pagarianna ",kas sab-ong ti ari intedna iti anakna ti kagudua ti pagarianna ,27
B3 (84).wav,"Kas sab-ong ti .ari, intedna iti anakna ti kagudua ti pagarianna ",kas sab-ong ti ari intedna iti anakna ti kagudua ti pagarianna ,27
B3 (85).wav,Ket nagbiag a naragsak ti kawitan ken ti nobiana ingga't inggana.,ket nagbiag a naragsak ti kawitan ken ti nobiana inggat inggana,28
B3 (86).wav,Ket nagbiag a naragsak ti kawitan ken ti nobiana ingga't inggana.,ket nagbiag a naragsak ti kawitan ken ti nobiana inggat inggana,28
B3 (87).wav,Ti Ari Ken Ti Kawitan,ti ari ken ti kawitan,29
B3 (88).wav,Ti Ari Ken Ti Kawitan,ti ari ken ti kawitan,29
B3 (9).wav,Dayta ti umno a bingaymo.,dayta ti umno a bingaymo,53
B4 (1).wav,"Idi un-unana nga aldaw, adda maysa nga ari nga agturay iti dakkel a pagarian",idi un-unana nga aldaw adda maysa nga ari nga agturay iti dakkel a pagarian,97
B4 (10).wav,Napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo,napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo,32
